id,name
V96596cn00440286,末日回旋 原声版
V96596cn00437461,第48号交接点 原声版
V96596cn00437471,禁闭岛 原声版
V96596cn00437468,古墓丽影2 原声版
V96596cn00437464,古墓丽影 原声版
V96596cn00365817,三生三世十里桃花
V96596cn00358578,悟空传
V96596cn00444095,叛国者 原声版
V96596cn00444096,人工智能 原声版
V96596cn00444094,爱疯了 原声版
V96596cn00444093,奋斗的乔伊 原声版
V96596cn00445150,非凡 原声版
V96596cn00445151,塞尔玛游行 原声版
V96596cn00445154,漫漫向北 原声版
V96596cn00445153,小风琴 原声版
V96596cn00445155,遗失与美好 原声版
V96596cn00402443,间谍之桥 原声版
V96596cn00402439,远离人迹 原声版
V96596cn00402440,随心所欲的五月 原声版
V96596cn00449138,迫降航班 原声版
V96596cn00401440,心理罪
V96596cn00449106,007之金手指 原声版
V96596cn00453962,初吻
V96596cn00450113,初吻2 原声版
V96596cn00450360,女狙击手 原声版
V96596cn00450358,蚁哥正传 原声版
V96596cn00450743,血战湘江
V96596cn00450987,怪物史莱克2 国语版
V96596cn00451004,怪物史莱克2 原声版
V96596cn00450978,海贼王之强者世界 国语版
V96596cn00450749,六弄咖啡馆
V96596cn00450567,蜜月计划
V96596cn00451056,怪老头 原声版
V96596cn00451077,相亲大作战 原声版
V96596cn00451124,最美的一天 原声版
V96596cn00401802,掠夺者 原声版
V96596cn00401801,掠夺者 国语版
V96596cn00451458,EVA剧场版破 原声版
V96596cn00451454,EVA剧场版急 原声版
V96596cn00451376,原谅他77次 国语版
V96596cn00360508,与君相恋100次 原声版
V96596cn00277014,喜欢你
V96596cn00421847,战狼2
V96596cn00364035,绣春刀2
V96596cn00458384,曝光 原声版
V96596cn00458383,柯丽莎 原声版
V96596cn00371095,鲛珠传
V96596cn00401606,大山里的春天
V96596cn00423071,大漠雄心
V96596cn00385828,桃花梦
V96596cn00462674,小花的味增汤 原声版
V96596cn00462672,我们会是英雄 原声版
V96596cn00462664,沉睡少女 原声版
V96596cn00462673,诗牌情缘（下）原声版
V96596cn00462544,九条命 原声版
V96596cn00462748,濑户内海 原声版
V96596cn00462761,最后的巫师猎人 国语版
V96596cn00325706,记忆大师
V96596cn00383577,我的舞林江湖
V96596cn00387840,明月几时有
V96596cn00401803,绝对控制 原声版
V96596cn00401804,绝对控制 国语版
V96596cn00463391,九条命 国语版
V96596cn00463392,杜拉拉追婚记
V96596cn00463393,最后的巫师猎人 原声版
V96596cn00463443,我的个神啊 国语版
V96596cn00463444,我的个神啊 原声版
V96596cn00401112,闪光少女
V96596cn00392461,荡寇风云
V96596cn00392459,我是马布里 原声版
V96596cn00421850,杜丽娘
V96596cn00466102,天堂之旅 原声版
V96596cn00466080,合家欢 原声版
V96596cn00466063,橄榄树 原声版
V96596cn00466109,X战警：天启 原声版
V96596cn00466173,X战警：天启 国语版
V96596cn00465943,和平战士 原声版
V96596cn00465940,麦克白 原声版
V96596cn00467429,变形金刚4 国语版
V96596cn00467262,小马王 原声版
V96596cn00468690,生门
V96596cn00468792,纳尼亚传奇1 原声版
V96596cn00401805,建军大业
V96596cn00392458,一念无明
V96596cn00396597,反转人生
V96596cn00384030,麻辣学院
V96596cn00469178,守护者联盟 原声版
V96596cn00469176,黑暗塔 原声版
V96596cn00468683,火影忍者疾风传剧场版：失落之塔 原声版
V96596cn00469288,西游记之孙悟空三打白骨精
V96596cn00469286,一家老小向前冲
V96596cn00469361,反恐特警组：潜龙突围 原声版
V96596cn00469367,星球大战1：魅影危机 原声版
V96596cn00469366,星球大战2：克隆人的进攻 原声版
V96596cn00469365,星球大战3：西斯的复仇 原声版
V96596cn00469364,星球大战4：新希望 原声版
V96596cn00469363,星球大战5：帝国反击战 原声版
V96596cn00469362,星球大战6：绝地大反击 原声版
V96596cn00464689,怪物史莱克4 原声版
V96596cn00464688,怪物史莱克4 国语版
V96596cn00464687,惊魂绣花鞋
V96596cn00470070,王牌特工：特工学院 原声版
V96596cn00470069,王牌特工：特工学院 国语版
V96596cn00470074,樱桃小丸子来自意大利的少年 原声版
V96596cn00470073,2012 原声版
V96596cn00470096,十月围城
V96596cn00470093,大话西游3
V96596cn00470092,篱笆墙外 原声版
V96596cn00470555,推销员 原声版
V96596cn00402542,二次初恋
V96596cn00401117,深夜食堂2 原声版
V96596cn00428390,穆桂英挂帅
V96596cn00422365,此情此刻
V96596cn00421677,极盗车神 原声版 
V96596cn00218311,玩命速递:重启之战 原声版
V96596cn00205854,夺命枪火 原声版
V96596cn00124040,危机13小时 原声版
V96596cn00124080,罪恶赎金 原声版
V96596cn00124074,海豹突击队VS丧尸 原声版
V96596cn00204400,狙击手：幽灵射手 原声版
V96596cn00204423,玩命快递2 原声版
V96596cn00205699,弯刀杀戮 原声版
V96596cn00134247,永不退缩3 原声版
V96596cn00196576,半条命3：特种兵之战
V96596cn00236659,纵横四海
V96596cn00236800,英雄本色2
V96596cn00244884,亡命抢劫 原声版
V96596cn00244894,火线干探之死亡天使 原声版
V96596cn00263974,渗透行动 原声版
V96596cn00263990,九十二任务 原声版
V96596cn00263991,卫斯理之蓝血人
V96596cn00272686,极速复仇 原声版
V96596cn00272641,幻影车神魔盗激情 原声版
V96596cn00272605,完美超越
V96596cn00272665,家园防线 原声版
V96596cn00272331,终结者创世纪 原声版
V96596cn00272647,冬荫功 原声版
V96596cn00272411,碟中谍 国语版
V96596cn00272453,空中监狱 原声版
V96596cn00272644,战士天使 原声版
V96596cn00272734,冰封重生之门
V96596cn00272649,第七子降魔之战 原声版
V96596cn00272642,史宾机器人重启 原声版
V96596cn00272387,魔境仙踪 原声版
V96596cn00272575,魔法黑森林 原声版
V96596cn00272724,黑暗天际 原声版
V96596cn00204144,爱丽丝梦游仙境 原声版
V96596cn00103377,致命指令 原声版
V96596cn00212287,阿凡达 原声版
V96596cn00124042,机器人帝国 原声版
V96596cn00123809,天魔异种 原声版
V96596cn00219322,外星人 原声版
V96596cn00124033,闯入者
V96596cn00244895,冰冻蜘蛛 原声版
V96596cn00263993,玛利亚·蒙蒂与点石成金的宝盒 原声版
V96596cn00272747,小幽灵 原声版
V96596cn00272374,机器人的崛起 原声版
V96596cn00218509,超能特务
V96596cn00272386,雷神2黑暗世界 国语版
V96596cn00272668,饥饿游戏3嘲笑鸟(上) 原声版
V96596cn00272789,金刚王死亡救赎
V96596cn00272382,末日卷轴 原声版
V96596cn00272773,世界大战歌利亚 原声版
V96596cn00272577,记忆提取 原声版
V96596cn00272344,赤焰战场2 原声版
V96596cn00272664,九层魔塔
V96596cn00272530,一代宗师
V96596cn00272804,屠魔战士 国语版
V96596cn00272886,钢铁侠 原声版
V96596cn00272863,量子启示录 原声版
V96596cn00272877,星际拾荒者 原声版
V96596cn00272893,黑拳
V96596cn00272872,金银岛 原声版
V96596cn00272899,绑架疑云 原声版
V96596cn00272500,暖男电话
V96596cn00272754,明媚的青春2迷失
V96596cn00272582,裸追吧
V96596cn00272750,成名背后
V96596cn00272573,恋爱囧事
V96596cn00272651,将错就错
V96596cn00272739,激浪青春
V96596cn00272321,炫熠青春
V96596cn00272481,意外的爱情 原声版
V96596cn00272629,美食、祈祷和恋爱 原声版
V96596cn00272442,小混乱 原声版
V96596cn00272400,我为相亲狂
V96596cn00272330,幸福终点站 原声版
V96596cn00272446,名份之前 原声版
V96596cn00272405,枕边的男人 原声版
V96596cn00272341,大寒桃花开
V96596cn00272485,剪刀手爱德华 原声版
V96596cn00272758,等风来
V96596cn00272502,爱情银行
V96596cn00272788,年轻时代之女人心
V96596cn00272413,私奔公路
V96596cn00272746,同桌的妳
V96596cn00272633,听见下雨的声音
V96596cn00272455,姐妹2再见青春
V96596cn00272708,听说爱情回来过
V96596cn00272504,奋斗吧青春
V96596cn00272772,撒娇女人最好命
V96596cn00272499,再见我们的十年
V96596cn00272564,深夜前的五分钟
V96596cn00272780,瘦身男女
V96596cn00272669,女神跟我走
V96596cn00185242,微微一笑很倾城
V96596cn00252234,两个情人 原声版
V96596cn00252235,爱上格蕾丝 原声版
V96596cn00204063,夏有乔木 雅望天堂
V96596cn00205592,致青春 原来你还在这里
V96596cn00196547,艾玛的机遇
V96596cn00103707,艾米粒日记
V96596cn00205440,那年我们18岁
V96596cn00198348,我的表演系女神
V96596cn00204112,真命天子 原声版
V96596cn00212159,尊严殖民地 原声版
V96596cn00124031,功夫小妹嫁人记
V96596cn00123884,落跑吧爱情
V96596cn00124099,消失爱人
V96596cn00123897,遭遇海明威
V96596cn00222262,辣妹爱宅男 原声版
V96596cn00222326,长江图
V96596cn00123814,致我们终将到来的爱情
V96596cn00219250,爱情与友谊 原声版
V96596cn00223090,情人节 原声版
V96596cn00123891,我很好，谢谢，我爱你 原声版
V96596cn00124030,我很帅
V96596cn00244875,折翼的蚂蚁
V96596cn00244882,十件或更少 原声版
V96596cn00244898,等你追我
V96596cn00263970,爱情试用期2
V96596cn00263985,皮帕·李的私生活
V96596cn00263986,爱的十个约定
V96596cn00272381,我的校花妹妹
V96596cn00272403,偷窥女人心
V96596cn00272680,恋曲之无爱不欢
V96596cn00272515,0.5的爱情
V96596cn00272324,陪我
V96596cn00272592,里约，我爱你 原声版
V96596cn00272470,三亚婚纱照
V96596cn00272340,盗墓女
V96596cn00272783,我的前任要结婚
V96596cn00272517,粉红佳人之致命情人
V96596cn00272912,两小无猜 原声版
V96596cn00272627,过界男女
V96596cn00272871,完美约会
V96596cn00272865,追爱高手 原声版
V96596cn00102865,格尔尼卡 原声版
V96596cn00272655,公路美人
V96596cn00218865,爱在星空下
V96596cn00124043,谁的青春不迷茫
V96596cn00321381,如果爱
V96596cn00382159,闰年 原声版
V96596cn00217051,重组一家亲 原声版
V96596cn00272716,我是谁2015
V96596cn00272696,追爱高手2 原声版
V96596cn00272697,女人四十一枝花 原声版
V96596cn00272640,疯狂钞票
V96596cn00272449,江湖论剑实录
V96596cn00272704,超萌英雄
V96596cn00272658,武林群英传
V96596cn00272635,最佳嫌疑人
V96596cn00272677,酷我随行 原声版
V96596cn00272719,笨贼妙探 原声版
V96596cn00272368,Hello锦衣卫
V96596cn00272501,痞客青春 原声版
V96596cn00272726,我是瑞德费什 原声版
V96596cn00272571,奇葩双人行之战杭州
V96596cn00272343,衰鬼记
V96596cn00272779,萌匪冏途 原声版
V96596cn00253624,厨子戏子痞子
V96596cn00252226,邻家特工 原声版
V96596cn00123844,丑女也有春天 原声版
V96596cn00104518,刺客学妹 原声版
V96596cn00205003,人情世故 原声版
V96596cn00205682,三个孬家伙
V96596cn00218870,山炮进城
V96596cn00218871,夜袭寡妇村
V96596cn00212665,不良家族 原声版
V96596cn00218873,极品伪娘
V96596cn00212376,你好，我叫多蕾丝 原声版
V96596cn00212499,西班牙情事 原声版
V96596cn00124073,超级名模2 原声版
V96596cn00124477,大唐玄奘
V96596cn00124102,年少轻狂
V96596cn00123998,失常 原声版
V96596cn00124101,我的老婆是明星
V96596cn00164453,永远的北极熊 原声版
V96596cn00221323,上海正午 原声版
V96596cn00221317,公主日记2:皇家婚约 原声版
V96596cn00222384,圣诞树2 原声版
V96596cn00222388,老妈操碎心 原声版
V96596cn00222389,跑调天后 原声版
V96596cn00123880,没女神探
V96596cn00123812,住货车的女士 原声版
V96596cn00219367,德云三逗士
V96596cn00196739,鸡皮疙瘩 原声版
V96596cn00219366,保沃历险记 原声版
V96596cn00235763,疯狂的赛车
V96596cn00244883,大片
V96596cn00244904,零度黑暗 原声版
V96596cn00263978,黄铜茶壶 原声版
V96596cn00265318,凡人烦恼
V96596cn00199126,王牌逗王牌 国语版
V96596cn00272311,色影重重
V96596cn00272309,地狱无门 原声版
V96596cn00272444,我的美女总监
V96596cn00272698,功夫甜心 原声版
V96596cn00272679,战犬任丁丁 原声版
V96596cn00272512,政坛混战 原声版
V96596cn00272612,卧龙岗
V96596cn00272702,房车之旅 原声版
V96596cn00272348,超级杯奶爸 原声版
V96596cn00272561,新扎师妹3
V96596cn00272762,逃学英雄 粤语版
V96596cn00272409,女神时代
V96596cn00272543,房车奇遇
V96596cn00272523,让熊猫飞
V96596cn00272443,快闪部队核危机 原声版
V96596cn00272541,弗兰西斯哈 原声版
V96596cn00272555,王子与108煞 原声版
V96596cn00272638,老男孩猛龙过江
V96596cn00272593,霸道总裁与乡村女教师
V96596cn00272489,贝城迪斯科 原声版
V96596cn00272816,再生时间 原声版
V96596cn00272802,谁都想成为意大利人 原声版
V96596cn00272817,双子神偷
V96596cn00272855,青蜂侠 原声版
V96596cn00272903,咖啡因 原声版
V96596cn00272880,奔跑吧兄弟
V96596cn00272854,提姆和艾瑞克的十亿美元大电影 原声版
V96596cn00272864,我雇凶杀你 原声版
V96596cn00272851,最后的愿望 原声版
V96596cn00272844,美人驾到
V96596cn00272853,我是女王
V96596cn00272857,等一个人咖啡
V96596cn00272860,纯纯欲动
V96596cn00272534,爸爸去哪儿
V96596cn00272894,斯塔克 原声版
V96596cn00272807,老敞篷车之旅 原声版
V96596cn00272332,狂暴街区
V96596cn00123864,焦点 原声版
V96596cn00321383,留级之王2 原声版
V96596cn00272895,畸形怪胎杀人案 原声版
V96596cn00272900,非法制裁 原声版
V96596cn00272672,红线 原声版
V96596cn00272581,地狱管教所 原声版
V96596cn00272496,黑木 原声版
V96596cn00272516,陷害 原声版
V96596cn00272408,加州靡局 原声版
V96596cn00272652,斯通的活死人之战 原声版
V96596cn00272395,东泉宾馆
V96596cn00272670,暴疯语
V96596cn00272425,杀手面包师 原声版
V96596cn00272755,一个好医生 原声版
V96596cn00272376,午夜火车
V96596cn00272463,绝命航班 原声版
V96596cn00272329,人皮拼图
V96596cn00272710,灵异存在 原声版
V96596cn00272389,静居 原声版
V96596cn00272700,夺命地铁 原声版
V96596cn00272388,孤岛
V96596cn00272526,达洛夫事件 原声版
V96596cn00272737,张震讲故事之鬼迷心窍
V96596cn00212135,荒村凶间
V96596cn00102296,傲慢与偏见之屠魔天团 原声版
V96596cn00218975,海岛迷杀
V96596cn00204583,合理怀疑 原声版
V96596cn00206338,荒村怨灵
V96596cn00204976,家庭入侵 原声版
V96596cn00198216,筷仙
V96596cn00105630,我是谁:没有绝对安全的系统 原声版
V96596cn00187269,张震讲故事之合租屋
V96596cn00219013,灵动:鬼影实录4 原声版
V96596cn00217056,希布 原声版
V96596cn00212579,夜半哭声
V96596cn00123860,恶灵家书
V96596cn00102412,科洛弗道10号 原声版
V96596cn00124111,恐怖照相机
V96596cn00123841,人皮面具
V96596cn00123813,萨满仙师1
V96596cn00134262,妖医
V96596cn00222396,枕边有张脸2
V96596cn00222397,诡梦凶铃
V96596cn00219374,凛冬边缘 原声版
V96596cn00219375,罪爱 原声版
V96596cn00212142,骇故事之暗窗
V96596cn00224408,骇故事之禁锢之屋
V96596cn00221321,阴阳先生
V96596cn00235764,回路 原声版
V96596cn00236187,如沐爱河 原声版
V96596cn00263972,恐怖诅咒 原声版
V96596cn00263975,迷失客栈
V96596cn00272307,探灵档案
V96596cn00272648,亲，别怕
V96596cn00272759,死亡邮件 原声版
V96596cn00272705,捉妖济3人鬼殊途
V96596cn00272613,空降 原声版
V96596cn00272616,美国杀人狂 原声版
V96596cn00272527,鬼魅灯
V96596cn00272608,利斧巨人保罗班扬的愤怒 原声版
V96596cn00272735,秘术
V96596cn00272390,迂回 原声版
V96596cn00272667,连环追杀 原声版
V96596cn00272706,三体之灵魂危机
V96596cn00272781,地库婴啼
V96596cn00272420,恐怖游泳馆
V96596cn00272862,死亡约定2 原声版
V96596cn00272919,决战死亡线 原声版
V96596cn00272892,杀人命盘 原声版
V96596cn00272356,心迷宫
V96596cn00123855,猫脸老太太
V96596cn00173173,自杀森林 原声版
V96596cn00103359,极度恐慌 原声版
V96596cn00212114,娃娃惊魂 原声版
V96596cn00415018,咒怨之极度恐惧
V96596cn00335153,谋皮
V96596cn00321390,女伯爵 原声版
V96596cn00365397,放牛班的春天 原声版
V96596cn00253626,人间小团圆
V96596cn00272882,哭泣的石头
V96596cn00272843,家在树德坊
V96596cn00272535,为奴十二载 原声版
V96596cn00272401,战争法则 原声版
V96596cn00272550,崎路父子情 原声版
V96596cn00272749,足球女将 原声版
V96596cn00272556,第四区 原声版
V96596cn00272562,解救武先生
V96596cn00272636,黑色面包 原声版
V96596cn00272552,荣耀三九年 原声版
V96596cn00272508,一代骄马 原声版
V96596cn00272447,局2潜逃
V96596cn00272725,阿甘正传 原声版
V96596cn00272434,楚门的世界 国语版
V96596cn00272626,太平轮彼岸
V96596cn00272410,公民 原声版
V96596cn00272439,周恩来的四个昼夜
V96596cn00272775,赌局风云之诈和
V96596cn00272748,勇猛如狮 原声版
V96596cn00272513,星图 原声版
V96596cn00272391,爆脾气
V96596cn00254805,荒岛余生 原声版
V96596cn00272740,点球成金 原声版
V96596cn00272603,一切尽失 原声版
V96596cn00272507,麦克法兰 原声版
V96596cn00272776,偷窥者
V96596cn00272335,西伯利亚教育 原声版
V96596cn00272609,重返尼姆岛 原声版
V96596cn00272525,危险性游戏 原声版
V96596cn00272407,美丽心灵 原声版
V96596cn00272753,拯救大兵瑞恩 国语版
V96596cn00272484,新悲惨世界 原声版
V96596cn00272567,恶童日记 原声版
V96596cn00272457,三国之见龙卸甲
V96596cn00272524,小王刚传奇
V96596cn00272379,没问题先生
V96596cn00272621,飞扬的青春
V96596cn00272520,真爱同心 原声版
V96596cn00253625,开国大典
V96596cn00253437,南极大冒险 原声版
V96596cn00245715,与女人们的对话 原声版
V96596cn00252227,光影之书 原声版
V96596cn00252228,致命黑兰 原声版
V96596cn00252236,艾希曼
V96596cn00225500,催眠大师
V96596cn00208137,爱与黑暗的故事 原声版
V96596cn00204569,堡垒 原声版
V96596cn00102497,东北偏北
V96596cn00215495,复活 原声版
V96596cn00205798,金钱怪兽 原声版
V96596cn00124110,林中漫步 原声版
V96596cn00206344,我看见了光 原声版
V96596cn00219049,仙侠学院
V96596cn00102449,战时兄弟 原声版
V96596cn00123805,战争房间 原声版
V96596cn00219053,警界黑幕 原声版
V96596cn00212286,时而狗吠 原声版
V96596cn00212446,天堂奇迹 原声版
V96596cn00212161,危楼愚夫 原声版
V96596cn00212300,战马 原声版
V96596cn00219362,澄沙之味 原声版
V96596cn00219364,待绽蔷薇 原声版
V96596cn00123892,地下黑拳
V96596cn00123861,钢琴家 原声版
V96596cn00124035,猴子王国
V96596cn00123871,家在水草丰茂的地方
V96596cn00207040,千门唐八将
V96596cn00206968,失孤
V96596cn00123881,偷车 原声版
V96596cn00123840,友情岁月2016
V96596cn00123810,震荡效应 原声版
V96596cn00222404,无法无天 原声版
V96596cn00222405,潜伏者 原声版
V96596cn00222406,珍宝大战 原声版
V96596cn00204589,白色上帝 原声版
V96596cn00123898,无人看护 原声版
V96596cn00202812,沉默风暴 原声版
V96596cn00221320,新少林寺
V96596cn00229730,独立日大电影 原声版
V96596cn00244899,工厂女孩 原声版
V96596cn00263976,六百英里 原声版
V96596cn00263979,谍莲花
V96596cn00263980,激情时速
V96596cn00263981,雪狼拳王
V96596cn00272574,总统班底 原声版
V96596cn00272342,极速世界之战车
V96596cn00272399,白宫管家 原声版
V96596cn00272473,启示录庞贝 原声版
V96596cn00272438,破茧
V96596cn00272778,噪音 原声版
V96596cn00265166,岸边之旅 原声版
V96596cn00272590,快乐上学去 原声版
V96596cn00272459,猎金骑士之疯狂野蛮人
V96596cn00272495,宝贝神探大闹伦敦城 原声版
V96596cn00272624,飞来的鬼子
V96596cn00272598,后会有期
V96596cn00272402,爱你别走
V96596cn00272551,疯狗警探 原声版
V96596cn00272765,生活似流水 原声版
V96596cn00272371,乔布斯 原声版
V96596cn00272674,等待超人 原声版
V96596cn00272412,水迹 原声版
V96596cn00272468,福音小镇 原声版
V96596cn00272430,荒蛮故事 原声版
V96596cn00272763,摇摆 原声版
V96596cn00272492,无处的男孩 原声版
V96596cn00272378,依然爱丽丝 原声版
V96596cn00272461,好人寥寥 原声版
V96596cn00272820,鹰怪 原声版
V96596cn00272819,老男孩 原声版
V96596cn00272803,她的野心 原声版
V96596cn00272873,投名状
V96596cn00272881,星条旗永不落 原声版
V96596cn00272848,桃色禁忌 原声版
V96596cn00272913,挖掘者 原声版
V96596cn00272847,神佑 原声版
V96596cn00272911,后来 原声版
V96596cn00272888,大河
V96596cn00272906,马伊娜 原声版
V96596cn00272904,飞啊卡夫卡
V96596cn00272914,当幸福来敲门 原声版
V96596cn00272905,心动
V96596cn00272838,南京东1937
V96596cn00272416,电竞也疯狂
V96596cn00272883,永远强大 原声版
V96596cn00272531,残酷的现实 原声版
V96596cn00272876,我的情人是条狗
V96596cn00212178,飞行物 原声版
V96596cn00124075,模仿游戏 原声版
V96596cn00272861,超级大坏蛋 原声版
V96596cn00272889,风云决
V96596cn00272790,阿尼纳 原声版
V96596cn00272451,马达加斯加3 原声版
V96596cn00272419,追梦小海豚 原声版
V96596cn00272528,塞尔柯克漂流 原声版
V96596cn00272558,克里蒂童话的小屋 原声版
V96596cn00272681,了不起的狐狸爸爸 原声版
V96596cn00272460,赞鸟历险记 原声版
V96596cn00272611,极速蜗牛 原声版
V96596cn00272594,昆塔盒子总动员
V96596cn00272452,魁拔3战神崛起
V96596cn00272353,哆啦A梦伴我同行 原声版
V96596cn00272359,怪兽在巴黎 原声版
V96596cn00272777,怪兽大学 原声版
V96596cn00272537,黑猫警长之翡翠之星
V96596cn00272650,十二生肖城市英雄
V96596cn00272370,圣诞夜惊魂 原声版
V96596cn00272559,驯龙高手 国语版
V96596cn00272355,丛林大反攻3 原声版
V96596cn00252233,白猩猩历险记 原声版
V96596cn00206445,哆啦A梦:新·大雄的日本诞生 原声版
V96596cn00212907,豆腐小僧 原声版
V96596cn00212664,天降美食 原声版
V96596cn00187450,刺猬小子之天生我刺
V96596cn00196749,功夫熊猫 原声版
V96596cn00205879,海绵宝宝 原声版
V96596cn00124044,夺旗 原声版
V96596cn00123865,功夫熊猫之师傅的秘密 原声版
V96596cn00123797,兰戈 原声版
V96596cn00123866,疯狂动物城 原声版
V96596cn00221322,功夫熊猫2 原声版
V96596cn00123808,海底总动员 原声版
V96596cn00212019,黑子的篮球总集篇第二部:眼泪的前方
V96596cn00244885,罗林之心 原声版
V96596cn00244902,赛尔号大电影3之战神联盟
V96596cn00244903,太空勇狗队 原声版
V96596cn00246491,熊出没之雪岭熊风
V96596cn00272660,最终幻想7圣子降临 原声版
V96596cn00272736,太空熊猫总动员
V96596cn00272337,虹猫蓝兔火凤凰
V96596cn00272396,冰川时代2融冰之灾 原声版
V96596cn00272576,极地大冒险 原声版
V96596cn00272469,新大头儿子和小头爸爸之秘密计划
V96596cn00272785,长江7号超萌特攻队
V96596cn00272713,秦时明月3D电影龙腾万里
V96596cn00272351,冲浪企鹅 国语版
V96596cn00272398,怪物史瑞克3 国语版
V96596cn00272813,钢铁人与浩克联合战记 原声版
V96596cn00272805,龙之谷破晓奇兵
V96596cn00272812,蓝精灵 国语版
V96596cn00272480,郑和1405魔海寻踪
V96596cn00272623,花木兰
V96596cn00272441,魔法总动员 原声版
V96596cn00272811,魁拔2大战元泱界
V96596cn00123883,丛林大反攻4:吓傻了 原声版
V96596cn00392588,飞屋环游记 原声版
V96596cn00392590,卡特教练 原声版
V96596cn00392589,摇滚校园 原声版
V96596cn00390174,龙猫 原声版
V96596cn00394551,海军陆战队员 原声版
V96596cn00394586,移动迷宫 原声版
V96596cn00394619,请你闭嘴 原声版
V96596cn00394643,魔鬼司令 原声版
V96596cn00394669,心动的感觉 原声版
V96596cn00394671,白头神探3 原声版
V96596cn00394670,史前狂鲨 原声版
V96596cn00209719,新大头儿子和小头爸爸2
V96596cn00214486,聊斋新编之画皮新娘
V96596cn00188901,黑海夺金 原声版
V96596cn00195418,神兽金刚之青龙再现
V96596cn00187453,我最好朋友的婚礼
V96596cn00184214,我们诞生在中国 国语版
V96596cn00184391,封神传奇
V96596cn00184952,所以和黑粉结婚了
V96596cn00184953,我叫MT
V96596cn00184210,宝贝当家
V96596cn00186445,蜜月酒店杀人事件
V96596cn00184209,催命符之劫后重生
V96596cn00222622,一万公里的约定
V96596cn00218862,超级快递
V96596cn00216727,怨灵地下室
V96596cn00216724,钢铁骑士 原声版
V96596cn00216602,骇故事之往生刑
V96596cn00214954,惊天破 粤语版
V96596cn00213764,鲁滨逊漂流记 原声版
V96596cn00210765,斗艳
V96596cn00148002,奇幻森林 国语版
V96596cn00189493,法外之徒 原声版
V96596cn00281374,邪恶小队 原声版
V96596cn00281377,蔚蓝深海 原声版
V96596cn00281379,狂野目标 原声版
V96596cn00281378,变线人生 原声版
V96596cn00281380,极速之巅 原声版 
V96596cn00281381,极速之巅 国语版
V96596cn00281383,希区柯克 原声版
V96596cn00281382,情归新泽西 原声版
V96596cn00267976,秘密警察 原声版
V96596cn00281385,X战警逆转未来 原声版
V96596cn00281387,大人物拿破仑 原声版
V96596cn00281386,夺金三王 原声版
V96596cn00281388,妙探出差3 原声版
V96596cn00278047,我为蜜月狂 原声版
V96596cn00281389,亡命雷区 原声版
V96596cn00278046,史崔特先生的故事 原声版
V96596cn00281390,荣誉之刃 原声版
V96596cn00278051,凶兆 原声版
V96596cn00281392,东方 原声版
V96596cn00281393,神探南茜 原声版
V96596cn00281394,速度与激情5 原声版
V96596cn00281404,速度与激情4 原声版
V96596cn00281405,速度与激情 原声版
V96596cn00281407,速度与激情2 原声版
V96596cn00281395,佳人蓓尔 原声版
V96596cn00281396,勇敢复仇人 原声版
V96596cn00281400,黑洞频率 原声版
V96596cn00281398,生化危机终章 国语版
V96596cn00281401,空中世界二战 原声版
V96596cn00281402,情敌复仇战 原声版
V96596cn00281403,灌篮大帝 原声版
V96596cn00281408,王牌播音员2 原声版
V96596cn00283351,血战钢锯岭 国语版
V96596cn00237392,与歌同行 原声版
V96596cn00237391,百条大道 原声版
V96596cn00282192,冲浪企鹅2 原声版
V96596cn00282197,疯狂农庄 原声版
V96596cn00237386,期限人生 原声版
V96596cn00282206,侦探拍档 原声版
V96596cn00253447,东方快车谋杀案 原声版
V96596cn00284543,金刚传奇重生 原声版
V96596cn00281424,新包法利夫人 原声版
V96596cn00281425,伦敦杀手 原声版
V96596cn00281420,恐怖旅馆 原声版
V96596cn00281421,女孩占友欲 原声版
V96596cn00281422,僵尸新娘 原声版
V96596cn00281416,第二扇窗 原声版
V96596cn00281414,舞力假期 原声版
V96596cn00281418,白色严冬 原声版
V96596cn00281415,亡命驾驶 原声版
V96596cn00281419,移魂都市 原声版
V96596cn00281417,里约大冒险2 原声版
V96596cn00281413,超级风暴 原声版
V96596cn00281412,宾馆 原声版
V96596cn00281411,瞒天杀局 原声版
V96596cn00281410,穿越雷区 原声版
V96596cn00281406,速度与激情3 原声版
V96596cn00286821,忍者神龟变种时代 原声版
V96596cn00286822,忍者神龟变种时代 国语版
V96596cn00286841,孤胆义侠 原声版
V96596cn00286840,特遣部队 原声版
V96596cn00209905,变形金刚 原声版
V96596cn00209492,变形金刚2 国语版
V96596cn00210175,变形金刚 国语版
V96596cn00119624,X战警第一战 原声版
V96596cn00210229,安娜传奇之真假公主 原声版
V96596cn00221354,冰血暴 原声版
V96596cn00282186,布达佩斯大饭店 原声版
V96596cn00209429,第九区 原声版
V96596cn00209497,洛杉矶之战 原声版
V96596cn00119621,美少女特攻队 原声版
V96596cn00209452,秘密特工 原声版
V96596cn00210247,女人置上 原声版
V96596cn00207593,热浴盆时光机 原声版
V96596cn00233584,神奇四侠2 原声版
V96596cn00209484,生化危机2启示录 原声版
V96596cn00208410,珍珠港 国语版
V96596cn00209498,诸神之战 原声版
V96596cn00254825,海角有个五店市
V96596cn00253784,惊悚小说
V96596cn00253419,为爱担当
V96596cn00238928,地心营救 国语版
V96596cn00238807,保姆奇遇记 原声版
V96596cn00238068,变蝇人 原声版
V96596cn00262979,山寨大王
V96596cn00255143,第7秒营救
